date,department,day_of_week,month,expected_patients,capacity,occupancy_ratio,avg_waiting_time,doctors_available,had_event,event_severity
2026-01-21,Emergency,2,1,88,100,0.88,40.2,5,0,none
2026-01-21,OPD - General Medicine,2,1,148,150,0.987,48.3,5,0,none
2026-01-21,Cardiology,2,1,58,60,0.967,41.9,2,0,none
2026-01-21,Orthopedics,2,1,40,50,0.8,23.0,2,0,none
2026-01-21,Pediatrics,2,1,61,70,0.871,39.4,3,0,none
2026-01-21,Radiology,2,1,26,40,0.65,12.9,2,0,none
2026-01-22,Emergency,3,1,75,100,0.75,18.3,3,0,none
2026-01-22,OPD - General Medicine,3,1,101,150,0.673,16.2,7,0,none
2026-01-22,Cardiology,3,1,51,60,0.85,36.4,2,0,none
2026-01-22,Orthopedics,3,1,36,50,0.72,14.9,2,0,none
2026-01-22,Pediatrics,3,1,65,70,0.929,46.3,3,0,none
2026-01-22,Radiology,3,1,30,40,0.75,23.4,1,0,none
2026-01-23,Emergency,4,1,59,100,0.59,16.2,5,0,none
2026-01-23,OPD - General Medicine,4,1,168,150,1.12,57.7,5,0,none
2026-01-23,Cardiology,4,1,45,60,0.75,23.3,2,0,none
2026-01-23,Orthopedics,4,1,38,50,0.76,21.5,2,0,none
2026-01-23,Pediatrics,4,1,54,70,0.771,22.7,3,0,none
2026-01-23,Radiology,4,1,31,40,0.775,26.0,1,0,none
2026-01-24,Emergency,5,1,55,100,0.55,15.0,4,0,none
2026-01-24,OPD - General Medicine,5,1,89,150,0.593,15.6,5,0,none
2026-01-24,Cardiology,5,1,40,60,0.667,16.7,2,0,none
2026-01-24,Orthopedics,5,1,28,50,0.56,15.6,1,0,none
2026-01-24,Pediatrics,5,1,36,70,0.514,15.6,2,0,none
2026-01-24,Radiology,5,1,25,40,0.625,15.0,2,0,none
2026-01-25,Emergency,6,1,55,100,0.55,16.8,4,0,none
2026-01-25,OPD - General Medicine,6,1,114,150,0.76,23.9,5,0,none
2026-01-25,Cardiology,6,1,39,60,0.65,15.8,3,0,none
2026-01-25,Orthopedics,6,1,35,50,0.7,14.6,2,1,medium
2026-01-25,Pediatrics,6,1,40,70,0.571,15.0,3,0,none
2026-01-25,Radiology,6,1,31,40,0.775,24.9,1,0,none
2026-01-26,Emergency,0,1,97,100,0.97,40.5,4,0,none
2026-01-26,OPD - General Medicine,0,1,155,150,1.033,55.1,5,0,none
2026-01-26,Cardiology,0,1,68,60,1.133,67.5,2,0,none
2026-01-26,Orthopedics,0,1,39,50,0.78,27.2,1,0,none
2026-01-26,Pediatrics,0,1,71,70,1.014,52.9,3,0,none
2026-01-26,Radiology,0,1,35,40,0.875,31.8,1,0,none
2026-01-27,Emergency,1,1,60,100,0.6,16.1,5,0,none
2026-01-27,OPD - General Medicine,1,1,136,150,0.907,38.3,6,0,none
2026-01-27,Cardiology,1,1,50,60,0.833,28.3,2,0,none
2026-01-27,Orthopedics,1,1,40,50,0.8,31.0,2,0,none
2026-01-27,Pediatrics,1,1,48,70,0.686,15.1,3,0,none
2026-01-27,Radiology,1,1,33,40,0.825,28.1,1,0,none
2026-01-28,Emergency,2,1,70,100,0.7,13.6,4,0,none
2026-01-28,OPD - General Medicine,2,1,133,150,0.887,41.8,7,0,none
2026-01-28,Cardiology,2,1,51,60,0.85,37.2,3,0,none
2026-01-28,Orthopedics,2,1,38,50,0.76,24.9,1,0,none
2026-01-28,Pediatrics,2,1,54,70,0.771,25.1,3,0,none
2026-01-28,Radiology,2,1,34,40,0.85,33.5,1,0,none
2026-01-29,Emergency,3,1,59,100,0.59,16.8,4,0,none
2026-01-29,OPD - General Medicine,3,1,113,150,0.753,23.2,8,0,none
2026-01-29,Cardiology,3,1,39,60,0.65,16.4,2,0,none
2026-01-29,Orthopedics,3,1,40,50,0.8,24.2,1,0,none
2026-01-29,Pediatrics,3,1,52,70,0.743,18.1,2,0,none
2026-01-29,Radiology,3,1,33,40,0.825,31.4,1,0,none
2026-01-30,Emergency,4,1,77,100,0.77,26.4,4,0,none
2026-01-30,OPD - General Medicine,4,1,144,150,0.96,47.5,6,0,none
2026-01-30,Cardiology,4,1,53,60,0.883,42.1,2,0,none
2026-01-30,Orthopedics,4,1,50,50,1.0,43.7,2,0,none
2026-01-30,Pediatrics,4,1,49,70,0.7,14.3,3,0,none
2026-01-30,Radiology,4,1,23,40,0.575,15.8,1,0,none
2026-01-31,Emergency,5,1,54,100,0.54,15.9,4,0,none
2026-01-31,OPD - General Medicine,5,1,137,150,0.913,44.0,5,1,critical
2026-01-31,Cardiology,5,1,40,60,0.667,13.0,2,0,none
2026-01-31,Orthopedics,5,1,27,50,0.54,15.2,2,0,none
2026-01-31,Pediatrics,5,1,49,70,0.7,14.0,3,0,none
2026-01-31,Radiology,5,1,27,40,0.675,13.5,1,0,none
2026-02-01,Emergency,6,2,55,100,0.55,16.0,4,0,none
2026-02-01,OPD - General Medicine,6,2,144,150,0.96,41.5,8,0,none
2026-02-01,Cardiology,6,2,36,60,0.6,15.4,2,0,none
2026-02-01,Orthopedics,6,2,28,50,0.56,13.1,2,0,none
2026-02-01,Pediatrics,6,2,49,70,0.7,14.3,3,0,none
2026-02-01,Radiology,6,2,25,40,0.625,14.4,2,0,none
2026-02-02,Emergency,0,2,94,100,0.94,43.1,4,0,none
2026-02-02,OPD - General Medicine,0,2,246,150,1.3,85.4,7,1,high
2026-02-02,Cardiology,0,2,60,60,1.0,46.2,2,0,none
2026-02-02,Orthopedics,0,2,48,50,0.96,43.1,2,0,none
2026-02-02,Pediatrics,0,2,82,70,1.171,71.9,3,0,none
2026-02-02,Radiology,0,2,34,40,0.85,33.1,1,0,none
2026-02-03,Emergency,1,2,73,100,0.73,17.4,4,0,none
2026-02-03,OPD - General Medicine,1,2,165,150,1.1,69.1,6,0,none
2026-02-03,Cardiology,1,2,47,60,0.783,21.6,2,0,none
2026-02-03,Orthopedics,1,2,35,50,0.7,13.1,2,0,none
2026-02-03,Pediatrics,1,2,51,70,0.729,19.2,2,0,none
2026-02-03,Radiology,1,2,34,40,0.85,29.4,1,0,none
2026-02-04,Emergency,2,2,75,100,0.75,19.1,4,0,none
2026-02-04,OPD - General Medicine,2,2,152,150,1.013,55.2,7,0,none
2026-02-04,Cardiology,2,2,49,60,0.817,28.8,2,0,none
2026-02-04,Orthopedics,2,2,27,50,0.54,17.1,2,0,none
2026-02-04,Pediatrics,2,2,61,70,0.871,36.2,2,0,none
2026-02-04,Radiology,2,2,27,40,0.675,17.2,1,0,none
2026-02-05,Emergency,3,2,81,100,0.81,25.0,4,0,none
2026-02-05,OPD - General Medicine,3,2,172,150,1.147,67.2,7,0,none
2026-02-05,Cardiology,3,2,48,60,0.8,26.8,2,0,none
2026-02-05,Orthopedics,3,2,34,50,0.68,16.5,2,0,none
2026-02-05,Pediatrics,3,2,60,70,0.857,30.8,3,0,none
2026-02-05,Radiology,3,2,35,40,0.875,35.6,2,0,none
2026-02-06,Emergency,4,2,78,100,0.78,21.5,3,0,none
2026-02-06,OPD - General Medicine,4,2,136,150,0.907,37.3,7,0,none
2026-02-06,Cardiology,4,2,51,60,0.85,34.0,3,0,none
2026-02-06,Orthopedics,4,2,38,50,0.76,23.2,1,0,none
2026-02-06,Pediatrics,4,2,42,70,0.6,16.1,3,0,none
2026-02-06,Radiology,4,2,29,40,0.725,17.9,1,0,none
2026-02-07,Emergency,5,2,69,100,0.69,16.9,5,0,none
2026-02-07,OPD - General Medicine,5,2,134,150,0.893,37.9,5,0,none
2026-02-07,Cardiology,5,2,44,60,0.733,17.8,2,0,none
2026-02-07,Orthopedics,5,2,29,50,0.58,15.4,2,0,none
2026-02-07,Pediatrics,5,2,33,70,0.471,14.0,3,0,none
2026-02-07,Radiology,5,2,22,40,0.55,15.1,1,0,none
2026-02-08,Emergency,6,2,63,100,0.63,15.0,3,0,none
2026-02-08,OPD - General Medicine,6,2,111,150,0.74,18.9,6,0,none
2026-02-08,Cardiology,6,2,39,60,0.65,14.2,2,0,none
2026-02-08,Orthopedics,6,2,32,50,0.64,14.2,2,0,none
2026-02-08,Pediatrics,6,2,50,70,0.714,17.2,2,0,none
2026-02-08,Radiology,6,2,27,40,0.675,14.8,1,0,none
2026-02-09,Emergency,0,2,97,100,0.97,42.2,3,0,none
2026-02-09,OPD - General Medicine,0,2,192,150,1.28,88.9,7,0,none
2026-02-09,Cardiology,0,2,57,60,0.95,48.7,2,0,none
2026-02-09,Orthopedics,0,2,44,50,0.88,38.2,2,0,none
2026-02-09,Pediatrics,0,2,91,70,1.3,79.4,3,0,none
2026-02-09,Radiology,0,2,40,40,1.0,49.6,2,0,none
2026-02-10,Emergency,1,2,75,100,0.75,21.5,3,0,none
2026-02-10,OPD - General Medicine,1,2,142,150,0.947,48.1,5,0,none
2026-02-10,Cardiology,1,2,51,60,0.85,30.5,2,0,none
2026-02-10,Orthopedics,1,2,45,50,0.9,35.9,2,0,none
2026-02-10,Pediatrics,1,2,49,70,0.7,12.9,3,0,none
2026-02-10,Radiology,1,2,29,40,0.725,15.8,2,0,none
2026-02-11,Emergency,2,2,85,100,0.85,31.1,3,0,none
2026-02-11,OPD - General Medicine,2,2,159,150,1.06,64.9,7,0,none
2026-02-11,Cardiology,2,2,44,60,0.733,19.0,3,0,none
2026-02-11,Orthopedics,2,2,35,50,0.7,12.9,2,0,none
2026-02-11,Pediatrics,2,2,64,70,0.914,43.2,3,0,none
2026-02-11,Radiology,2,2,26,40,0.65,17.1,2,0,none
2026-02-12,Emergency,3,2,71,100,0.71,17.9,4,0,none
2026-02-12,OPD - General Medicine,3,2,166,150,1.107,59.4,7,0,none
2026-02-12,Cardiology,3,2,46,60,0.767,23.3,2,0,none
2026-02-12,Orthopedics,3,2,36,50,0.72,17.6,1,0,none
2026-02-12,Pediatrics,3,2,56,70,0.8,27.2,3,0,none
2026-02-12,Radiology,3,2,28,40,0.7,16.6,1,0,none
2026-02-13,Emergency,4,2,68,100,0.68,14.5,3,0,none
2026-02-13,OPD - General Medicine,4,2,163,150,1.087,69.2,5,0,none
2026-02-13,Cardiology,4,2,57,60,0.95,51.5,3,0,none
2026-02-13,Orthopedics,4,2,39,50,0.78,24.6,2,0,none
2026-02-13,Pediatrics,4,2,50,70,0.714,16.8,3,0,none
2026-02-13,Radiology,4,2,33,40,0.825,28.9,1,0,none
2026-02-14,Emergency,5,2,65,100,0.65,16.7,4,0,none
2026-02-14,OPD - General Medicine,5,2,103,150,0.687,16.1,7,0,none
2026-02-14,Cardiology,5,2,39,60,0.65,13.1,3,0,none
2026-02-14,Orthopedics,5,2,24,50,0.48,13.3,2,0,none
2026-02-14,Pediatrics,5,2,46,70,0.657,17.2,2,0,none
2026-02-14,Radiology,5,2,23,40,0.575,14.3,1,0,none
2026-02-15,Emergency,6,2,63,100,0.63,12.8,3,0,none
2026-02-15,OPD - General Medicine,6,2,115,150,0.767,20.0,7,0,none
2026-02-15,Cardiology,6,2,39,60,0.65,13.1,2,0,none
2026-02-15,Orthopedics,6,2,26,50,0.52,15.9,1,0,none
2026-02-15,Pediatrics,6,2,45,70,0.643,13.9,2,0,none
2026-02-15,Radiology,6,2,25,40,0.625,15.6,2,0,none
2026-02-16,Emergency,0,2,105,100,1.05,49.7,4,0,none
2026-02-16,OPD - General Medicine,0,2,141,150,0.94,43.1,5,0,none
2026-02-16,Cardiology,0,2,56,60,0.933,43.8,3,0,none
2026-02-16,Orthopedics,0,2,43,50,0.86,29.3,2,0,none
2026-02-16,Pediatrics,0,2,66,70,0.943,44.2,2,0,none
2026-02-16,Radiology,0,2,36,40,0.9,43.8,1,0,none
2026-02-17,Emergency,1,2,84,100,0.84,30.4,4,0,none
2026-02-17,OPD - General Medicine,1,2,160,150,1.067,64.6,6,0,none
2026-02-17,Cardiology,1,2,53,60,0.883,39.9,3,0,none
2026-02-17,Orthopedics,1,2,38,50,0.76,24.9,2,0,none
2026-02-17,Pediatrics,1,2,83,70,1.186,80.7,2,1,critical
2026-02-17,Radiology,1,2,33,40,0.825,33.1,1,0,none
2026-02-18,Emergency,2,2,88,100,0.88,35.1,3,0,none
2026-02-18,OPD - General Medicine,2,2,146,150,0.973,51.8,6,0,none
2026-02-18,Cardiology,2,2,52,60,0.867,37.8,2,0,none
2026-02-18,Orthopedics,2,2,33,50,0.66,16.7,1,0,none
2026-02-18,Pediatrics,2,2,62,70,0.886,35.1,2,0,none
2026-02-18,Radiology,2,2,24,40,0.6,15.0,1,0,none
2026-02-19,Emergency,3,2,76,100,0.76,19.7,4,0,none
2026-02-19,OPD - General Medicine,3,2,154,150,1.027,51.6,7,0,none
2026-02-19,Cardiology,3,2,45,60,0.75,23.5,2,0,none
2026-02-19,Orthopedics,3,2,33,50,0.66,15.8,2,0,none
2026-02-19,Pediatrics,3,2,47,70,0.671,15.5,3,0,none
2026-02-19,Radiology,3,2,26,40,0.65,14.1,2,0,none
2026-02-20,Emergency,4,2,72,100,0.72,14.9,3,0,none
2026-02-20,OPD - General Medicine,4,2,167,150,1.113,71.7,7,0,none
2026-02-20,Cardiology,4,2,46,60,0.767,21.3,3,0,none
2026-02-20,Orthopedics,4,2,42,50,0.84,35.1,2,0,none
2026-02-20,Pediatrics,4,2,68,70,0.971,52.2,2,0,none
2026-02-20,Radiology,4,2,30,40,0.75,21.8,1,0,none
2026-02-21,Emergency,5,2,60,100,0.6,15.1,4,0,none
2026-02-21,OPD - General Medicine,5,2,115,150,0.767,25.5,7,0,none
2026-02-21,Cardiology,5,2,35,60,0.583,14.7,2,0,none
2026-02-21,Orthopedics,5,2,23,50,0.46,16.5,1,0,none
2026-02-21,Pediatrics,5,2,42,70,0.6,15.4,3,0,none
2026-02-21,Radiology,5,2,25,40,0.625,13.0,1,0,none
2026-02-22,Emergency,6,2,54,100,0.54,14.3,3,0,none
2026-02-22,OPD - General Medicine,6,2,129,150,0.86,29.1,6,0,none
2026-02-22,Cardiology,6,2,32,60,0.533,16.8,2,0,none
2026-02-22,Orthopedics,6,2,25,50,0.5,15.6,2,0,none
2026-02-22,Pediatrics,6,2,47,70,0.671,14.8,3,0,none
2026-02-22,Radiology,6,2,20,40,0.5,13.3,1,0,none
2026-02-23,Emergency,0,2,101,100,1.01,59.8,5,0,none
2026-02-23,OPD - General Medicine,0,2,212,150,1.3,84.3,7,0,none
2026-02-23,Cardiology,0,2,57,60,0.95,42.7,2,0,none
2026-02-23,Orthopedics,0,2,49,50,0.98,51.9,1,0,none
2026-02-23,Pediatrics,0,2,74,70,1.057,55.8,2,0,none
2026-02-23,Radiology,0,2,35,40,0.875,38.0,1,0,none
2026-02-24,Emergency,1,2,75,100,0.75,19.0,4,0,none
2026-02-24,OPD - General Medicine,1,2,171,150,1.14,67.7,6,0,none
2026-02-24,Cardiology,1,2,55,60,0.917,46.2,3,0,none
2026-02-24,Orthopedics,1,2,41,50,0.82,25.9,2,0,none
2026-02-24,Pediatrics,1,2,61,70,0.871,34.1,2,0,none
2026-02-24,Radiology,1,2,27,40,0.675,12.9,1,0,none
2026-02-25,Emergency,2,2,84,100,0.84,36.3,4,0,none
2026-02-25,OPD - General Medicine,2,2,133,150,0.887,33.1,7,0,none
2026-02-25,Cardiology,2,2,46,60,0.767,22.1,2,0,none
2026-02-25,Orthopedics,2,2,28,50,0.56,14.3,2,0,none
2026-02-25,Pediatrics,2,2,56,70,0.8,30.7,3,0,none
2026-02-25,Radiology,2,2,28,40,0.7,13.0,2,0,none
2026-02-26,Emergency,3,2,68,100,0.68,13.1,3,0,none
2026-02-26,OPD - General Medicine,3,2,164,150,1.093,58.8,7,0,none
2026-02-26,Cardiology,3,2,49,60,0.817,32.3,2,0,none
2026-02-26,Orthopedics,3,2,38,50,0.76,20.0,2,0,none
2026-02-26,Pediatrics,3,2,59,70,0.843,33.4,2,0,none
2026-02-26,Radiology,3,2,30,40,0.75,18.3,1,0,none
2026-02-27,Emergency,4,2,81,100,0.81,28.3,3,0,none
2026-02-27,OPD - General Medicine,4,2,157,150,1.047,55.8,6,0,none
2026-02-27,Cardiology,4,2,52,60,0.867,38.9,2,0,none
2026-02-27,Orthopedics,4,2,56,50,1.12,61.6,2,1,high
2026-02-27,Pediatrics,4,2,54,70,0.771,23.2,2,0,none
2026-02-27,Radiology,4,2,35,40,0.875,39.3,1,0,none
2026-02-28,Emergency,5,2,61,100,0.61,13.9,4,0,none
2026-02-28,OPD - General Medicine,5,2,111,150,0.74,20.2,6,0,none
2026-02-28,Cardiology,5,2,44,60,0.733,20.2,2,0,none
2026-02-28,Orthopedics,5,2,33,50,0.66,14.1,2,0,none
2026-02-28,Pediatrics,5,2,44,70,0.629,14.9,3,0,none
2026-02-28,Radiology,5,2,26,40,0.65,13.6,2,0,none
2026-03-01,Emergency,6,3,56,100,0.56,13.5,3,0,none
2026-03-01,OPD - General Medicine,6,3,81,150,0.54,15.7,6,0,none
2026-03-01,Cardiology,6,3,33,60,0.55,14.2,3,0,none
2026-03-01,Orthopedics,6,3,28,50,0.56,16.8,2,0,none
2026-03-01,Pediatrics,6,3,26,70,0.371,13.0,3,0,none
2026-03-01,Radiology,6,3,16,40,0.4,15.7,1,0,none
2026-03-02,Emergency,0,3,81,100,0.81,26.4,4,0,none
2026-03-02,OPD - General Medicine,0,3,158,150,1.053,55.6,5,0,none
2026-03-02,Cardiology,0,3,54,60,0.9,42.3,3,0,none
2026-03-02,Orthopedics,0,3,31,50,0.62,14.9,2,0,none
2026-03-02,Pediatrics,0,3,50,70,0.714,14.4,3,0,none
2026-03-02,Radiology,0,3,27,40,0.675,15.7,2,0,none
2026-03-03,Emergency,1,3,59,100,0.59,13.3,4,0,none
2026-03-03,OPD - General Medicine,1,3,118,150,0.787,28.4,7,0,none
2026-03-03,Cardiology,1,3,38,60,0.633,15.4,2,0,none
2026-03-03,Orthopedics,1,3,24,50,0.48,12.9,1,0,none
2026-03-03,Pediatrics,1,3,53,70,0.757,23.6,2,0,none
2026-03-03,Radiology,1,3,26,40,0.65,15.0,1,0,none
2026-03-04,Emergency,2,3,56,100,0.56,16.2,3,0,none
2026-03-04,OPD - General Medicine,2,3,113,150,0.753,23.5,8,0,none
2026-03-04,Cardiology,2,3,34,60,0.567,16.1,2,0,none
2026-03-04,Orthopedics,2,3,38,50,0.76,20.6,1,0,none
2026-03-04,Pediatrics,2,3,42,70,0.6,13.7,3,0,none
2026-03-04,Radiology,2,3,24,40,0.6,13.6,1,0,none
2026-03-05,Emergency,3,3,57,100,0.57,15.2,4,0,none
2026-03-05,OPD - General Medicine,3,3,136,150,0.907,43.0,6,0,none
2026-03-05,Cardiology,3,3,41,60,0.683,16.0,2,0,none
2026-03-05,Orthopedics,3,3,28,50,0.56,13.1,2,0,none
2026-03-05,Pediatrics,3,3,47,70,0.671,14.5,3,0,none
2026-03-05,Radiology,3,3,25,40,0.625,12.9,1,0,none
2026-03-06,Emergency,4,3,65,100,0.65,13.6,4,0,none
2026-03-06,OPD - General Medicine,4,3,123,150,0.82,32.3,7,0,none
2026-03-06,Cardiology,4,3,39,60,0.65,14.0,3,0,none
2026-03-06,Orthopedics,4,3,32,50,0.64,14.2,2,0,none
2026-03-06,Pediatrics,4,3,40,70,0.571,16.3,3,0,none
2026-03-06,Radiology,4,3,28,40,0.7,15.4,1,0,none
2026-03-07,Emergency,5,3,49,100,0.49,15.5,4,0,none
2026-03-07,OPD - General Medicine,5,3,82,150,0.547,16.3,7,0,none
2026-03-07,Cardiology,5,3,32,60,0.533,15.8,3,0,none
2026-03-07,Orthopedics,5,3,27,50,0.54,15.3,1,0,none
2026-03-07,Pediatrics,5,3,35,70,0.5,14.7,2,0,none
2026-03-07,Radiology,5,3,22,40,0.55,12.9,1,0,none
2026-03-08,Emergency,6,3,40,100,0.4,14.3,4,0,none
2026-03-08,OPD - General Medicine,6,3,104,150,0.693,13.9,6,0,none
2026-03-08,Cardiology,6,3,28,60,0.467,15.9,2,0,none
2026-03-08,Orthopedics,6,3,20,50,0.4,16.6,1,0,none
2026-03-08,Pediatrics,6,3,26,70,0.371,16.1,3,0,none
2026-03-08,Radiology,6,3,23,40,0.575,16.6,2,0,none
2026-03-09,Emergency,0,3,70,100,0.7,16.6,5,0,none
2026-03-09,OPD - General Medicine,0,3,130,150,0.867,35.5,6,0,none
2026-03-09,Cardiology,0,3,47,60,0.783,25.5,2,0,none
2026-03-09,Orthopedics,0,3,31,50,0.62,13.9,1,0,none
2026-03-09,Pediatrics,0,3,56,70,0.8,25.0,3,0,none
2026-03-09,Radiology,0,3,36,40,0.9,36.5,1,0,none
2026-03-10,Emergency,1,3,57,100,0.57,13.6,5,0,none
2026-03-10,OPD - General Medicine,1,3,115,150,0.767,22.1,6,0,none
2026-03-10,Cardiology,1,3,39,60,0.65,13.0,2,0,none
2026-03-10,Orthopedics,1,3,27,50,0.54,16.2,2,0,none
2026-03-10,Pediatrics,1,3,42,70,0.6,13.1,3,0,none
2026-03-10,Radiology,1,3,24,40,0.6,16.0,1,0,none
2026-03-11,Emergency,2,3,67,100,0.67,14.8,4,0,none
2026-03-11,OPD - General Medicine,2,3,131,150,0.873,31.2,6,0,none
2026-03-11,Cardiology,2,3,40,60,0.667,16.8,3,0,none
2026-03-11,Orthopedics,2,3,24,50,0.48,15.1,2,0,none
2026-03-11,Pediatrics,2,3,47,70,0.671,17.1,3,0,none
2026-03-11,Radiology,2,3,23,40,0.575,15.1,1,0,none
2026-03-12,Emergency,3,3,61,100,0.61,13.1,4,0,none
2026-03-12,OPD - General Medicine,3,3,139,150,0.927,36.0,7,0,none
2026-03-12,Cardiology,3,3,36,60,0.6,13.9,2,0,none
2026-03-12,Orthopedics,3,3,32,50,0.64,12.9,2,0,none
2026-03-12,Pediatrics,3,3,43,70,0.614,15.4,3,0,none
2026-03-12,Radiology,3,3,25,40,0.625,15.8,1,0,none
2026-03-13,Emergency,4,3,62,100,0.62,15.0,3,0,none
2026-03-13,OPD - General Medicine,4,3,123,150,0.82,25.6,7,0,none
2026-03-13,Cardiology,4,3,52,60,0.867,34.8,2,0,none
2026-03-13,Orthopedics,4,3,33,50,0.66,16.9,1,0,none
2026-03-13,Pediatrics,4,3,47,70,0.671,13.8,2,0,none
2026-03-13,Radiology,4,3,27,40,0.675,15.0,1,1,medium
2026-03-14,Emergency,5,3,51,100,0.51,16.3,4,0,none
2026-03-14,OPD - General Medicine,5,3,106,150,0.707,14.6,7,0,none
2026-03-14,Cardiology,5,3,26,60,0.433,15.8,2,0,none
2026-03-14,Orthopedics,5,3,21,50,0.42,14.1,2,0,none
2026-03-14,Pediatrics,5,3,39,70,0.557,15.2,3,0,none
2026-03-14,Radiology,5,3,20,40,0.5,16.9,1,0,none
2026-03-15,Emergency,6,3,48,100,0.48,16.2,5,0,none
2026-03-15,OPD - General Medicine,6,3,83,150,0.553,15.7,7,0,none
2026-03-15,Cardiology,6,3,37,60,0.617,15.1,2,0,none
2026-03-15,Orthopedics,6,3,21,50,0.42,14.8,1,0,none
2026-03-15,Pediatrics,6,3,45,70,0.643,13.2,2,0,none
2026-03-15,Radiology,6,3,19,40,0.475,15.4,1,0,none
2026-03-16,Emergency,0,3,73,100,0.73,18.8,4,0,none
2026-03-16,OPD - General Medicine,0,3,149,150,0.993,50.5,7,0,none
2026-03-16,Cardiology,0,3,59,60,0.983,52.6,3,0,none
2026-03-16,Orthopedics,0,3,43,50,0.86,33.8,1,0,none
2026-03-16,Pediatrics,0,3,54,70,0.771,22.3,2,0,none
2026-03-16,Radiology,0,3,33,40,0.825,26.4,1,0,none
2026-03-17,Emergency,1,3,67,100,0.67,15.0,4,0,none
2026-03-17,OPD - General Medicine,1,3,84,150,0.56,14.3,7,0,none
2026-03-17,Cardiology,1,3,44,60,0.733,16.2,2,0,none
2026-03-17,Orthopedics,1,3,34,50,0.68,16.1,2,0,none
2026-03-17,Pediatrics,1,3,45,70,0.643,13.5,3,0,none
2026-03-17,Radiology,1,3,25,40,0.625,16.2,2,0,none
2026-03-18,Emergency,2,3,68,100,0.68,16.5,3,0,none
2026-03-18,OPD - General Medicine,2,3,141,150,0.94,40.0,7,0,none
2026-03-18,Cardiology,2,3,38,60,0.633,16.3,2,0,none
2026-03-18,Orthopedics,2,3,25,50,0.5,16.8,2,0,none
2026-03-18,Pediatrics,2,3,35,70,0.5,16.2,3,0,none
2026-03-18,Radiology,2,3,28,40,0.7,16.4,1,0,none
2026-03-19,Emergency,3,3,62,100,0.62,16.4,4,0,none
2026-03-19,OPD - General Medicine,3,3,119,150,0.793,24.6,6,0,none
2026-03-19,Cardiology,3,3,30,60,0.5,15.8,2,0,none
2026-03-19,Orthopedics,3,3,34,50,0.68,13.0,2,0,none
2026-03-19,Pediatrics,3,3,53,70,0.757,19.0,3,0,none
2026-03-19,Radiology,3,3,26,40,0.65,16.6,1,0,none
2026-03-20,Emergency,4,3,64,100,0.64,16.9,5,0,none
2026-03-20,OPD - General Medicine,4,3,110,150,0.733,16.4,5,0,none
2026-03-20,Cardiology,4,3,40,60,0.667,13.3,2,0,none
2026-03-20,Orthopedics,4,3,34,50,0.68,14.1,2,0,none
2026-03-20,Pediatrics,4,3,47,70,0.671,13.6,2,0,none
2026-03-20,Radiology,4,3,25,40,0.625,12.9,1,0,none
2026-03-21,Emergency,5,3,57,100,0.57,16.6,4,0,none
2026-03-21,OPD - General Medicine,5,3,82,150,0.547,16.1,5,0,none
2026-03-21,Cardiology,5,3,26,60,0.433,14.7,2,0,none
2026-03-21,Orthopedics,5,3,22,50,0.44,13.0,2,0,none
2026-03-21,Pediatrics,5,3,29,70,0.414,16.0,3,0,none
2026-03-21,Radiology,5,3,24,40,0.6,15.6,1,0,none
2026-03-22,Emergency,6,3,53,100,0.53,14.6,4,0,none
2026-03-22,OPD - General Medicine,6,3,107,150,0.713,17.6,6,0,none
2026-03-22,Cardiology,6,3,31,60,0.517,13.8,2,0,none
2026-03-22,Orthopedics,6,3,22,50,0.44,15.9,1,0,none
2026-03-22,Pediatrics,6,3,34,70,0.486,16.7,2,0,none
2026-03-22,Radiology,6,3,18,40,0.45,14.3,1,0,none
2026-03-23,Emergency,0,3,72,100,0.72,19.1,3,0,none
2026-03-23,OPD - General Medicine,0,3,136,150,0.907,38.2,6,0,none
2026-03-23,Cardiology,0,3,42,60,0.7,17.0,2,0,none
2026-03-23,Orthopedics,0,3,38,50,0.76,20.2,2,0,none
2026-03-23,Pediatrics,0,3,47,70,0.671,16.7,3,0,none
2026-03-23,Radiology,0,3,34,40,0.85,36.2,1,0,none
2026-03-24,Emergency,1,3,64,100,0.64,16.5,5,0,none
2026-03-24,OPD - General Medicine,1,3,91,150,0.607,16.0,6,0,none
2026-03-24,Cardiology,1,3,49,60,0.817,27.1,2,0,none
2026-03-24,Orthopedics,1,3,25,50,0.5,13.0,2,0,none
2026-03-24,Pediatrics,1,3,41,70,0.586,16.5,2,0,none
2026-03-24,Radiology,1,3,30,40,0.75,19.3,1,0,none
2026-03-25,Emergency,2,3,77,100,0.77,25.9,4,0,none
2026-03-25,OPD - General Medicine,2,3,111,150,0.74,17.5,7,0,none
2026-03-25,Cardiology,2,3,50,60,0.833,35.6,3,0,none
2026-03-25,Orthopedics,2,3,29,50,0.58,14.4,1,0,none
2026-03-25,Pediatrics,2,3,42,70,0.6,15.1,2,0,none
2026-03-25,Radiology,2,3,27,40,0.675,14.8,2,0,none
2026-03-26,Emergency,3,3,56,100,0.56,13.5,4,0,none
2026-03-26,OPD - General Medicine,3,3,102,150,0.68,13.2,5,0,none
2026-03-26,Cardiology,3,3,40,60,0.667,14.1,3,0,none
2026-03-26,Orthopedics,3,3,28,50,0.56,16.8,2,0,none
2026-03-26,Pediatrics,3,3,44,70,0.629,15.2,2,0,none
2026-03-26,Radiology,3,3,28,40,0.7,15.6,1,0,none
